tweet_id,user_id,tweet_text,timestamp,timestamp,likes,retweets,replies,impressions,engagement
T23155,4633,Spark > Hadoop ???,api,19-01-2025 11:53,6926,4877,,1985,1075
T36636,5583,Spark > Hadoop ???,ios,09-01-2025 15:17,5649,4292,407,2040,1692
T20969,6899,Love this!!! 😊,android,23-01-2025 16:01,3541,1368,99,1618,1460
T4681,6753,Streaming $$$ working,api,15-01-2025 11:51,10108,4706,187,2639,649
T37177,4117,Error###Detected,ios,04-01-2025 04:52,10730,4906,786,1609,543
T37899,9399,Null?? value??,web,20-01-2025 23:22,19880,407,906,2315,686
T12617,7367,Worst service ever :(,web,07-01-2025 23:33,5978,4171,45,2796,1081
T21244,,Love this!!! 😊,android,02-01-2025 08:50,18498,3403,8,2696,532
T15975,7659,Data pipeline broke @ midnight!!!,android,,6903,3007,668,1033,1465
T34036,8460,Good & Bad mixed!!!,ios,01-01-2025 23:33,5209,521,183,428,1022
T19190,1177,Good & Bad mixed!!!,android,21-01-2025 09:01,14489,231,637,,1224
T10312,4517,Streaming $$$ working,web,12-01-2025 10:52,8517,4192,445,286,1690
T1880,3425,Spark > Hadoop ???,api,23-01-2025 21:04,15718,4184,835,2480,1347
T2763,8390,Streaming $$$ working,web,07-01-2025 10:22,6344,194,621,2318,252
T20161,2547,Data pipeline broke @ midnight!!!,api,08-01-2025 21:48,14369,3753,352,858,291
T32707,1857,Great product!!! #AI,ios,07-01-2025 17:46,6882,2962,4,1387,1602
,7448,Error###Detected,ios,06-01-2025 12:28,11639,3110,,2615,1617
,7876,Love this!!! 😊,android,13-01-2025 19:03,434,3283,30,1201,224
T2950,5509,Good & Bad mixed!!!,web,02-01-2025 18:46,2665,3814,89,2096,1096
T4234,8494,Worst service ever :(,web,20-01-2025 08:08,4459,,463,1684,
T19530,4817,Streaming $$$ working,android,17-01-2025 11:25,8842,1200,257,1498,1931
T23897,9610,Streaming $$$ working,api,05-01-2025 14:44,8815,4614,935,525,1118
T37145,6906,Streaming $$$ working,api,,5994,2809,541,2909,731
T11330,1514,Null?? value??,web,03-01-2025 22:14,11429,2356,494,1343,392
T35852,4065,Null?? value??,web,,4212,1719,287,1578,1557
T24208,5359,Testing!!!@@@###,ios,13-01-2025 01:35,5660,3309,476,824,1331
T30737,3081,Spark > Hadoop ???,ios,21-01-2025 10:34,2952,711,784,244,1913
T20036,3989,Worst service ever :(,,15-01-2025 13:14,12384,905,,652,1629
T21499,8913,Spark > Hadoop ???,android,21-01-2025 05:22,1837,4405,,2618,681
,4332,Spark > Hadoop ???,api,16-01-2025 14:59,16015,3224,987,2905,202
T17386,2307,Data pipeline broke @ midnight!!!,ios,23-01-2025 18:11,7520,2574,110,2921,108
,3800,Spark > Hadoop ???,,05-01-2025 08:14,4974,1642,773,2805,983
T35730,4597,,api,07-01-2025 16:03,2513,2388,695,1982,455
T33828,3042,Testing!!!@@@###,android,21-01-2025 10:00,16919,2879,,1280,1059
T24609,3508,Null?? value??,,01-01-2025 07:59,15047,359,538,1855,946
T32849,2169,Data pipeline broke @ midnight!!!,web,,17425,1693,593,,631
T16566,9091,,ios,23-01-2025 01:50,10072,1681,832,1944,889
T16073,1219,,web,18-01-2025 07:11,4460,1126,565,2593,349
T15987,3314,Data pipeline broke @ midnight!!!,web,06-01-2025 22:30,19318,868,419,1321,1197
T15197,8933,Error###Detected,android,01-01-2025 20:10,18137,3480,891,2995,1542
T10933,6267,Data pipeline broke @ midnight!!!,web,05-01-2025 11:43,5962,802,766,1181,226
T35806,7190,Null?? value??,ios,23-01-2025 19:38,1686,2397,546,789,178
T3252,3552,Worst service ever :(,android,03-01-2025 00:04,6883,4148,595,1323,1552
T37200,2945,Worst service ever :(,android,11-01-2025 02:12,10324,3278,708,2366,1315
T7792,,Love this!!! 😊,web,05-01-2025 04:26,4130,4897,441,76,454
T109,3670,Love this!!! 😊,ios,19-01-2025 03:41,10431,1529,569,587,1602
T33049,6396,Error###Detected,ios,19-01-2025 04:33,8899,1012,1000,2284,1105
,4055,Love this!!! 😊,ios,09-01-2025 04:20,2963,4611,237,1124,
T7282,5692,Great product!!! #AI,android,13-01-2025 02:31,16716,1228,954,825,1027
T15250,8076,Worst service ever :(,api,,2722,2685,373,909,431
T9047,3916,Streaming $$$ working,ios,16-01-2025 13:41,12668,227,953,2932,1964
T17954,5726,Good & Bad mixed!!!,api,12-01-2025 09:40,11785,4860,600,2818,1577
T11866,3472,Testing!!!@@@###,ios,20-01-2025 23:31,8635,483,421,2926,1963
T24628,4042,Love this!!! 😊,android,18-01-2025 16:54,95,3660,137,1383,782
T31740,4206,Great product!!! #AI,ios,19-01-2025 12:12,12708,2848,205,2338,457
T25491,9038,Testing!!!@@@###,api,,8360,2351,748,1168,
T13175,3138,Error###Detected,ios,24-01-2025 00:55,15516,787,192,691,379
T19444,3484,Error###Detected,ios,08-01-2025 16:26,15324,3869,318,2928,136
T33619,6565,Spark > Hadoop ???,ios,01-01-2025 19:02,17621,2487,311,,1884
T28809,6453,Love this!!! 😊,ios,04-01-2025 01:57,17069,2968,37,2480,482
T12478,2309,Spark > Hadoop ???,ios,13-01-2025 19:04,1976,,220,1774,894
T15468,2410,Null?? value??,android,22-01-2025 10:34,10675,4888,506,2538,1667
T22286,5839,Great product!!! #AI,android,17-01-2025 22:05,16425,825,860,1767,149
T15114,3518,Worst service ever :(,web,23-01-2025 16:16,1597,1889,89,2012,1943
T7644,2430,Worst service ever :(,api,12-01-2025 22:01,7241,3193,460,1789,394
T21037,4569,Data pipeline broke @ midnight!!!,web,20-01-2025 09:44,7841,1110,238,2910,1639
T26213,2138,Streaming $$$ working,android,,12755,278,670,219,1462
T29140,7033,,api,10-01-2025 15:12,19686,55,49,368,1618
T30131,9910,Streaming $$$ working,android,18-01-2025 13:13,8406,4688,191,2113,1470
T4697,5199,Streaming $$$ working,api,04-01-2025 04:48,18509,4560,811,1702,1127
,2027,Data pipeline broke @ midnight!!!,api,20-01-2025 06:10,1056,1683,965,697,1487
T28478,,Great product!!! #AI,android,10-01-2025 08:03,17527,3113,947,1874,1615
T15556,2667,Streaming $$$ working,ios,04-01-2025 01:54,12418,2479,257,1665,1363
T20449,6895,Null?? value??,ios,11-01-2025 16:21,2091,1668,250,1074,1142
T10054,3405,Spark > Hadoop ???,ios,06-01-2025 20:37,1654,3138,692,1054,1311
T1227,5163,Worst service ever :(,web,08-01-2025 17:19,,2543,167,147,1343
T8630,9732,Good & Bad mixed!!!,web,14-01-2025 22:30,9717,1806,551,1012,1228
T20186,1611,Streaming $$$ working,android,19-01-2025 19:45,10824,4051,322,1978,505
T33580,8796,Spark > Hadoop ???,web,20-01-2025 17:31,14210,1544,859,639,1766
T13220,3668,Good & Bad mixed!!!,api,13-01-2025 22:17,14788,4630,91,1281,1452
T31789,,Good & Bad mixed!!!,web,10-01-2025 07:27,14487,2355,481,1577,117
T3012,9179,,ios,19-01-2025 14:13,14538,4647,854,693,903
T7094,3167,Data pipeline broke @ midnight!!!,web,12-01-2025 12:25,18642,4233,741,2959,813
T7796,7394,Null?? value??,api,06-01-2025 17:45,18665,2605,929,504,786
T35230,7428,Null?? value??,api,01-01-2025 03:21,19363,63,911,328,
,6545,Null?? value??,web,19-01-2025 15:52,17743,,386,2759,1854
T32402,9033,Good & Bad mixed!!!,android,22-01-2025 17:04,1852,3883,111,379,797
T3289,8814,Null?? value??,ios,03-01-2025 03:22,17219,2820,793,2871,1963
T8993,5117,Testing!!!@@@###,android,22-01-2025 00:35,9962,2658,277,,1949
T32935,7160,Great product!!! #AI,api,08-01-2025 00:14,16084,3467,,2760,565
T12017,8804,Love this!!! 😊,api,21-01-2025 00:48,15924,782,,1195,1770
T3601,1308,Good & Bad mixed!!!,,22-01-2025 11:21,4839,4798,110,2609,381
T28184,6715,Worst service ever :(,web,20-01-2025 00:04,16790,2129,918,2667,802
T37127,2523,Data pipeline broke @ midnight!!!,ios,20-01-2025 20:28,8606,807,468,254,65
T18089,8899,Testing!!!@@@###,api,21-01-2025 14:40,1276,1775,613,2522,550
T31487,6559,Worst service ever :(,api,20-01-2025 08:37,855,1590,400,1522,1260
T3362,9118,Null?? value??,ios,01-01-2025 12:48,2517,2911,456,2596,266
T31237,9577,Null?? value??,ios,05-01-2025 13:06,8761,102,105,2049,1678
T8740,3351,Love this!!! 😊,web,08-01-2025 17:26,9623,1616,489,379,1611
T14652,7748,Streaming $$$ working,api,05-01-2025 08:49,16700,3751,205,2523,1466
T39920,4943,Good & Bad mixed!!!,api,04-01-2025 18:39,3861,,943,290,435
,,Great product!!! #AI,web,01-01-2025 07:47,2558,3694,315,2705,1271
T31330,1906,Love this!!! 😊,ios,22-01-2025 02:13,4416,664,426,,858
T27308,5072,Spark > Hadoop ???,web,23-01-2025 01:48,18551,2917,,,787
T38002,5749,Data pipeline broke @ midnight!!!,ios,23-01-2025 23:42,13629,4479,926,2630,597
T2610,7440,Great product!!! #AI,api,18-01-2025 13:29,13729,211,472,1376,27
T25245,2212,Null?? value??,api,01-01-2025 10:27,13304,1262,460,2178,763
T17308,6279,Worst service ever :(,api,17-01-2025 15:18,866,2916,77,1699,723
T34087,8759,Love this!!! 😊,android,23-01-2025 22:54,9538,400,273,2293,632
,5236,Error###Detected,android,05-01-2025 22:22,4646,4979,418,2562,1990
T13133,,Testing!!!@@@###,web,11-01-2025 15:15,3457,4040,936,255,652
T19885,1044,Great product!!! #AI,android,14-01-2025 11:51,,4900,171,2314,987
T29602,2280,Worst service ever :(,api,15-01-2025 10:19,4839,1263,503,1910,1998
T26320,8107,Data pipeline broke @ midnight!!!,api,02-01-2025 09:37,8556,1591,,2810,
T3277,7602,Null?? value??,android,03-01-2025 13:29,1702,3663,239,2491,1700
T4544,3230,Love this!!! 😊,ios,23-01-2025 10:36,15604,3708,50,1104,1632
T24188,2378,Worst service ever :(,ios,10-01-2025 23:11,14556,1575,235,2288,1916
T18634,9654,Worst service ever :(,android,24-01-2025 02:11,8705,826,217,2026,1304
T16118,7264,Streaming $$$ working,web,24-01-2025 01:13,2850,1355,559,1109,1780
T36313,2772,,,16-01-2025 06:42,19359,3902,816,,1183
,5315,Error###Detected,api,,9056,1216,665,282,
T17148,3122,Worst service ever :(,ios,13-01-2025 11:34,12305,3602,178,2456,1121
T37785,1048,Streaming $$$ working,web,11-01-2025 06:22,18650,38,363,1814,687
T32982,7648,Streaming $$$ working,,09-01-2025 15:23,7440,,,2120,1048
T4534,7066,Error###Detected,android,17-01-2025 13:27,15988,,443,968,361
T30087,7643,Data pipeline broke @ midnight!!!,api,16-01-2025 18:43,12099,2104,887,1135,1548
T27595,5975,Testing!!!@@@###,web,09-01-2025 11:02,18613,100,828,2994,945
T8694,3613,Worst service ever :(,android,,9493,3278,421,2636,1325
T7211,1050,Null?? value??,api,10-01-2025 18:14,11885,1932,224,442,1059
,8035,Streaming $$$ working,android,11-01-2025 05:47,9547,3281,9,743,10
T27809,5990,Error###Detected,ios,09-01-2025 01:49,12950,4791,594,679,1103
T29710,4227,Worst service ever :(,ios,22-01-2025 17:12,13892,1146,115,2621,841
T2195,7204,Love this!!! 😊,web,03-01-2025 13:33,13821,946,200,1753,356
T15042,4076,Streaming $$$ working,web,18-01-2025 10:02,16081,3903,233,2000,749
T34551,7506,Data pipeline broke @ midnight!!!,android,09-01-2025 11:42,6219,2518,642,2355,784
,2815,Streaming $$$ working,web,13-01-2025 03:36,2763,3708,588,2442,
T13068,,,api,,15585,4539,682,,628
T28110,3650,Good & Bad mixed!!!,ios,07-01-2025 21:59,8325,3532,192,1400,
T29238,5165,Data pipeline broke @ midnight!!!,web,12-01-2025 18:32,10219,2449,492,904,
T26081,7242,Worst service ever :(,android,09-01-2025 00:00,9628,1677,280,829,1919
T4262,4545,Great product!!! #AI,android,11-01-2025 16:12,11375,2132,879,708,659
T12122,7689,,android,06-01-2025 17:41,1460,1205,306,595,
T2094,8410,Good & Bad mixed!!!,android,09-01-2025 04:40,7973,2803,65,1008,442
T12776,5824,Good & Bad mixed!!!,api,05-01-2025 06:33,14817,3107,,695,178
T11544,8967,Null?? value??,web,04-01-2025 21:23,4450,4112,896,555,438
T20274,,Streaming $$$ working,api,05-01-2025 01:11,7027,4932,228,2175,1815
T19581,4867,,api,17-01-2025 20:08,3939,959,446,725,1867
T20834,7027,Testing!!!@@@###,ios,02-01-2025 09:31,6357,2991,278,1901,1397
T28169,1630,Null?? value??,web,19-01-2025 15:01,17361,1841,900,414,1464
T8906,3516,Love this!!! 😊,web,03-01-2025 12:25,5226,710,,2350,969
T39744,9163,Worst service ever :(,android,15-01-2025 08:06,,3498,254,198,527
T6134,5035,Data pipeline broke @ midnight!!!,android,09-01-2025 23:11,5201,4321,460,,1318
T15875,1887,Streaming $$$ working,api,18-01-2025 22:19,19159,732,498,2455,1425
T10707,2971,Data pipeline broke @ midnight!!!,api,15-01-2025 05:56,12201,3708,503,618,653
T22144,1651,Worst service ever :(,web,17-01-2025 16:46,15236,2100,359,1434,1925
T27664,,Testing!!!@@@###,api,04-01-2025 15:23,5711,949,339,2345,843
T29518,2865,,ios,20-01-2025 13:31,19170,2144,803,1338,
T1339,2550,Streaming $$$ working,api,02-01-2025 16:32,18594,261,769,1868,343
T3106,8289,,api,13-01-2025 19:35,1118,767,780,1742,1287
T6062,4123,Testing!!!@@@###,android,,8028,3064,412,2684,1947
T5452,,Worst service ever :(,web,05-01-2025 16:06,6306,216,46,2356,108
T12068,5171,Error###Detected,api,15-01-2025 13:59,,153,909,308,1227
T25396,4069,Spark > Hadoop ???,api,04-01-2025 13:39,,1915,269,,1186
T38732,5614,Good & Bad mixed!!!,android,04-01-2025 05:34,15225,2742,466,2919,961
T29673,1618,Streaming $$$ working,api,06-01-2025 14:39,7045,2816,,1048,38
T2163,7969,Great product!!! #AI,android,12-01-2025 22:47,8186,833,801,2822,48
T7305,1110,Null?? value??,ios,19-01-2025 06:01,4793,4846,940,590,1431
,1084,Worst service ever :(,android,04-01-2025 23:17,725,4699,409,659,788
T2986,7337,,android,11-01-2025 18:36,1325,1018,478,1428,1696
T11810,6676,Great product!!! #AI,web,09-01-2025 06:23,18314,338,49,2697,1704
T28766,6766,Testing!!!@@@###,ios,04-01-2025 00:33,9401,103,170,1852,988
T19013,7753,Error###Detected,ios,02-01-2025 21:50,19567,4338,481,758,954
T34847,3596,Spark > Hadoop ???,ios,14-01-2025 08:16,3651,2993,408,1782,1569
T22797,7520,Null?? value??,android,09-01-2025 10:38,2361,2042,196,2307,284
T27129,1723,Error###Detected,web,23-01-2025 16:14,10331,3238,913,2766,862
T19005,9459,Error###Detected,android,23-01-2025 23:26,11168,,567,2892,1221
T1771,3639,Null?? value??,android,05-01-2025 10:12,9761,2009,142,2564,723
T22461,,Null?? value??,api,18-01-2025 06:42,2265,1449,763,95,1225
,8867,Spark > Hadoop ???,ios,06-01-2025 01:40,14473,1508,428,924,791
T21014,9305,Worst service ever :(,api,10-01-2025 06:17,1038,2792,170,2007,584
T12618,6065,Streaming $$$ working,web,14-01-2025 03:16,3085,2305,623,1555,800
T22995,2417,Worst service ever :(,api,22-01-2025 02:29,3722,1103,516,1566,
T6499,5073,Great product!!! #AI,api,18-01-2025 10:16,6829,4818,788,968,1368
T29671,8768,Error###Detected,api,07-01-2025 08:48,15587,,508,1463,
T12011,3434,Testing!!!@@@###,web,03-01-2025 12:37,18986,2874,337,1068,1605
T35217,1800,,api,21-01-2025 17:16,18160,2810,439,1123,50
T2305,7899,Testing!!!@@@###,web,04-01-2025 08:51,13588,694,149,2179,1095
T39582,7197,Great product!!! #AI,ios,01-01-2025 16:20,14885,2785,312,283,
T3112,9266,Testing!!!@@@###,web,03-01-2025 22:00,16802,4969,618,2846,1401
T13724,6653,Data pipeline broke @ midnight!!!,api,,7746,2516,,1655,1066
T1539,6102,Data pipeline broke @ midnight!!!,android,22-01-2025 20:36,8046,1944,592,2494,957
T35551,7909,Null?? value??,android,10-01-2025 14:27,18101,2761,351,2676,
T25457,3520,Spark > Hadoop ???,web,16-01-2025 07:52,1253,2263,632,1811,1329
T39384,1446,Spark > Hadoop ???,android,20-01-2025 11:19,3798,3984,852,2242,1313
T39013,7612,Error###Detected,ios,03-01-2025 07:55,4260,3247,858,2666,1454
T2751,5912,Love this!!! 😊,android,05-01-2025 18:46,10818,1681,316,2629,1893
T37375,7622,Testing!!!@@@###,ios,01-01-2025 11:06,14989,2901,813,2570,1588
,2111,Good & Bad mixed!!!,ios,10-01-2025 16:56,9189,2802,611,1341,1014
T21196,1442,Worst service ever :(,api,04-01-2025 21:00,17229,91,314,,1340
,7736,Error###Detected,android,19-01-2025 20:27,13281,141,831,2622,487
T23798,1776,Error###Detected,android,08-01-2025 21:52,4651,,203,1323,1517
T27048,5743,Streaming $$$ working,api,21-01-2025 09:42,13729,4688,,613,1071
T35418,8786,Error###Detected,web,21-01-2025 11:04,3230,4539,232,2172,531
T23793,6259,Error###Detected,ios,07-01-2025 01:46,14620,3175,751,,1016
T37410,6885,Data pipeline broke @ midnight!!!,android,17-01-2025 19:35,2704,2095,801,1585,
T39762,4559,Streaming $$$ working,web,20-01-2025 14:44,14807,994,420,65,822
T24471,5606,Love this!!! 😊,android,12-01-2025 08:07,13569,716,653,1968,5
T39621,8272,Good & Bad mixed!!!,web,23-01-2025 20:21,5157,4147,67,128,1407
T16602,4226,Error###Detected,ios,16-01-2025 03:07,8470,4260,411,1645,1423
T18356,6564,Good & Bad mixed!!!,web,11-01-2025 01:44,11585,1694,665,467,902
T14189,,Great product!!! #AI,api,01-01-2025 01:37,3635,683,532,1789,909
T18282,4024,Null?? value??,web,03-01-2025 19:54,,1319,248,1647,989
T26736,6007,Testing!!!@@@###,web,05-01-2025 07:13,7363,1665,970,2479,320
T27364,9804,Streaming $$$ working,android,22-01-2025 02:31,10484,2236,68,1667,1697
T22400,4159,Good & Bad mixed!!!,web,08-01-2025 21:46,1106,1576,40,933,252
T38727,9347,Streaming $$$ working,ios,18-01-2025 17:35,6058,579,,2248,1533
T26969,7680,Testing!!!@@@###,android,,14494,1561,973,2533,637
T15432,3556,Love this!!! 😊,android,01-01-2025 10:43,8697,3571,460,2715,841
T22795,4664,Streaming $$$ working,ios,02-01-2025 09:32,3320,4455,651,2285,1848
T10827,4627,Data pipeline broke @ midnight!!!,android,14-01-2025 19:31,12418,1418,759,1223,1263
T6519,1523,Great product!!! #AI,ios,10-01-2025 21:02,11180,3658,661,559,1593
T18723,3754,Love this!!! 😊,android,21-01-2025 16:03,11965,,553,,1601
T19408,1251,Null?? value??,ios,,16044,159,285,1523,1557
T20669,2695,Data pipeline broke @ midnight!!!,api,12-01-2025 18:13,18558,3943,222,2201,
T35551,5210,Data pipeline broke @ midnight!!!,api,11-01-2025 21:29,10253,942,180,2341,1929
T18693,6244,Worst service ever :(,api,19-01-2025 08:58,9789,1783,326,412,1249
T16018,9908,Spark > Hadoop ???,web,22-01-2025 20:04,893,4622,646,2412,425
T22381,9323,Love this!!! 😊,web,07-01-2025 12:56,16195,3147,245,376,480
T29407,5323,Great product!!! #AI,android,07-01-2025 00:29,19657,409,426,1356,1745
T28283,5664,Good & Bad mixed!!!,api,21-01-2025 15:47,9313,470,412,2419,480
,3821,Good & Bad mixed!!!,ios,13-01-2025 08:13,10307,4334,181,2555,1400
T36863,2675,Spark > Hadoop ???,android,12-01-2025 20:59,13912,117,377,1062,1880
T32376,5820,Testing!!!@@@###,api,16-01-2025 10:07,15557,1259,966,1321,968
T32794,9239,Worst service ever :(,web,23-01-2025 20:19,16926,2569,510,780,1651
T5426,,Data pipeline broke @ midnight!!!,web,03-01-2025 17:00,3196,2670,925,846,817
T36660,5564,Worst service ever :(,ios,03-01-2025 17:18,18344,4498,597,526,997
T15845,7758,Streaming $$$ working,web,01-01-2025 03:32,14172,3565,970,151,1151
T18895,1318,Testing!!!@@@###,,14-01-2025 07:29,7456,4621,329,515,605
T36255,3173,,web,24-01-2025 00:48,,1480,987,337,1345
T36666,4356,Testing!!!@@@###,android,18-01-2025 13:59,10032,1787,443,1947,766
T7317,7513,Worst service ever :(,api,15-01-2025 06:31,8280,614,53,2536,761
T34735,9843,Spark > Hadoop ???,android,18-01-2025 01:20,3848,489,436,2161,1189
T5234,5465,Spark > Hadoop ???,android,23-01-2025 17:39,12194,1183,,2160,1140
T23894,3092,Data pipeline broke @ midnight!!!,web,22-01-2025 17:09,,2654,52,1445,1397
T22615,8741,Error###Detected,api,22-01-2025 01:04,13986,3516,586,216,908
T17515,7339,Null?? value??,android,20-01-2025 07:30,18372,406,457,385,1187
T18274,3170,Streaming $$$ working,android,08-01-2025 22:40,19961,3638,641,2382,140
T2678,,Good & Bad mixed!!!,web,02-01-2025 01:56,6658,3337,17,2662,
T17572,5372,Love this!!! 😊,web,16-01-2025 12:48,16913,488,658,523,1383
T30846,1213,Data pipeline broke @ midnight!!!,api,05-01-2025 05:47,17787,773,832,1425,1965
T16861,1364,Testing!!!@@@###,web,19-01-2025 10:52,14705,2887,107,1920,1695
T24261,8834,Love this!!! 😊,api,18-01-2025 14:50,12606,3320,808,1120,
T14545,8981,Data pipeline broke @ midnight!!!,ios,09-01-2025 00:53,422,2949,394,1639,
T28035,4142,Good & Bad mixed!!!,android,20-01-2025 15:55,9607,263,401,1087,1866
T36710,2952,Streaming $$$ working,web,08-01-2025 07:28,1303,3519,966,1808,1718
T2231,3402,Null?? value??,ios,05-01-2025 04:56,4160,4003,341,2556,
T7942,6296,Streaming $$$ working,web,08-01-2025 16:42,3113,,683,1684,373
T21048,4853,Error###Detected,api,09-01-2025 08:09,4914,4220,507,1342,140
T26516,5224,Null?? value??,android,09-01-2025 14:42,7072,4167,176,645,1606
T29407,1810,Spark > Hadoop ???,android,09-01-2025 10:31,18807,3772,591,1654,1590
T7480,4212,Data pipeline broke @ midnight!!!,ios,06-01-2025 11:17,,4987,71,2189,1737
T6133,5649,Null?? value??,web,16-01-2025 00:29,3541,4807,997,2497,864
T29503,5233,Love this!!! 😊,web,19-01-2025 13:12,2863,840,396,846,691
T16185,4329,Good & Bad mixed!!!,api,16-01-2025 01:37,12560,4951,467,1925,1090
T36750,9891,Spark > Hadoop ???,web,11-01-2025 10:50,16632,2923,765,2996,1028
T28595,1416,Streaming $$$ working,ios,22-01-2025 07:53,19026,2746,257,1250,1601
T18059,1576,Great product!!! #AI,web,06-01-2025 22:50,14159,2123,23,26,1407
T13765,1727,Good & Bad mixed!!!,web,17-01-2025 21:45,16623,5000,236,1884,779
T14808,9401,Love this!!! 😊,android,16-01-2025 19:19,19380,663,711,1044,833
T6131,3814,Streaming $$$ working,android,21-01-2025 19:38,13066,2982,184,2054,515
T2193,1861,Love this!!! 😊,api,23-01-2025 13:31,15808,1579,724,2158,1936
T2728,,Great product!!! #AI,ios,02-01-2025 10:23,12672,801,,2230,1723
T20208,7381,,android,06-01-2025 01:20,16935,485,325,1025,892
T24257,6922,Great product!!! #AI,android,02-01-2025 04:27,16421,1025,978,957,1090
T31509,5664,Love this!!! 😊,android,16-01-2025 17:52,,1812,279,379,1811
T28290,6344,Worst service ever :(,android,21-01-2025 03:11,13863,4428,102,1241,1341
T22796,6410,Error###Detected,api,08-01-2025 18:59,9339,876,594,1317,241
T11977,,Streaming $$$ working,ios,07-01-2025 00:24,13077,1618,572,2833,1142
T26316,3924,Good & Bad mixed!!!,web,19-01-2025 15:57,13273,3434,,814,1138
T31529,1265,Error###Detected,web,21-01-2025 10:09,2088,4377,155,893,1603
T17296,1877,Null?? value??,ios,08-01-2025 15:11,4683,959,772,1068,648
T12068,1473,Love this!!! 😊,web,22-01-2025 14:13,11450,3634,530,561,1907
T9646,8088,Worst service ever :(,web,04-01-2025 04:01,3178,2372,659,1518,1712
T17676,1690,Streaming $$$ working,web,23-01-2025 23:38,13874,4033,573,2236,474
T33918,1135,Love this!!! 😊,web,,2912,3356,46,922,
T29991,3256,Testing!!!@@@###,web,11-01-2025 00:33,,3128,238,2905,1378
T12003,8885,Worst service ever :(,ios,08-01-2025 23:03,3906,4085,728,1811,1804
T18720,1147,,web,,14264,514,340,2417,1443
T16870,4858,Great product!!! #AI,ios,12-01-2025 13:55,4749,3602,671,222,1870
T1897,9579,Great product!!! #AI,web,17-01-2025 05:30,11291,3494,342,196,273
T3983,9378,Spark > Hadoop ???,api,06-01-2025 07:49,8044,951,363,618,447
,3280,Worst service ever :(,web,,17640,1101,188,1522,637
T20255,8231,Great product!!! #AI,api,22-01-2025 02:43,5107,2613,479,,1721
T35490,8905,Good & Bad mixed!!!,android,06-01-2025 23:52,8253,4593,362,2076,655
T27124,9476,Testing!!!@@@###,android,08-01-2025 06:39,5541,174,712,1937,111
T33515,1270,Great product!!! #AI,api,04-01-2025 21:41,14817,4630,670,2850,807
,,Spark > Hadoop ???,,20-01-2025 12:19,13736,860,598,2449,1915
T36649,,Streaming $$$ working,web,13-01-2025 22:35,6541,706,908,,474
T20205,1649,Love this!!! 😊,ios,18-01-2025 17:03,14367,2738,760,1634,236
T4979,5811,Data pipeline broke @ midnight!!!,web,17-01-2025 22:20,15025,167,768,851,904
T29663,1025,Spark > Hadoop ???,api,17-01-2025 12:40,10007,4290,385,2360,1104
T12054,5482,Testing!!!@@@###,ios,11-01-2025 11:36,11169,1214,192,100,1980
T17448,4266,Null?? value??,api,24-01-2025 00:16,16580,2021,905,477,841
T28531,3462,Streaming $$$ working,api,01-01-2025 20:50,14602,449,252,706,63
T17592,1640,Spark > Hadoop ???,api,21-01-2025 04:53,15281,486,11,,1351
T32924,6349,Spark > Hadoop ???,web,09-01-2025 20:54,15608,25,635,,735
T26842,5078,Streaming $$$ working,api,13-01-2025 10:23,2515,512,532,504,707
T19025,6181,Testing!!!@@@###,api,19-01-2025 19:09,6494,1426,775,2532,664
T5663,3917,Null?? value??,api,23-01-2025 14:12,4693,2024,471,2510,65
T11260,6430,Error###Detected,ios,09-01-2025 22:16,11057,112,684,1551,606
T39370,3562,Null?? value??,web,16-01-2025 13:43,2110,889,247,401,26
T30727,6896,Null?? value??,web,10-01-2025 01:40,2199,878,304,2372,1236
T12892,4512,Worst service ever :(,web,08-01-2025 03:58,4017,,778,2737,
T26611,4391,Null?? value??,,03-01-2025 11:09,14330,4537,428,494,463
T30913,4161,,android,23-01-2025 18:45,12673,855,543,2957,1090
T9147,6383,Love this!!! 😊,ios,03-01-2025 07:14,14418,1824,570,1859,157
T16400,9605,Great product!!! #AI,android,14-01-2025 00:14,4145,3655,208,512,590
T17509,5757,Testing!!!@@@###,web,07-01-2025 06:45,17266,4192,110,2154,843
T9328,3633,Good & Bad mixed!!!,ios,07-01-2025 11:43,14605,3383,113,1551,1835
T8686,9851,Testing!!!@@@###,ios,10-01-2025 23:04,7546,853,119,375,524
T36288,9107,Testing!!!@@@###,android,13-01-2025 00:09,8989,3747,,,1370
T3174,8790,Testing!!!@@@###,ios,17-01-2025 15:42,523,586,295,1457,424
,1558,Good & Bad mixed!!!,api,06-01-2025 16:50,567,2867,889,2463,1916
T6494,9503,Worst service ever :(,android,22-01-2025 23:03,955,1164,141,876,1780
T1295,5744,Spark > Hadoop ???,android,02-01-2025 06:21,,1626,888,1919,851
T14909,,Null?? value??,web,06-01-2025 09:54,9964,2317,637,2421,594
T6237,9924,Worst service ever :(,android,04-01-2025 21:51,15259,,809,2872,1247
T30016,6503,Testing!!!@@@###,web,16-01-2025 03:47,1357,2579,890,1421,1719
T16054,6669,Streaming $$$ working,android,11-01-2025 21:49,19830,2831,162,2920,1834
T1850,5831,Testing!!!@@@###,api,08-01-2025 12:47,18141,4930,540,813,438
T2394,3648,Testing!!!@@@###,android,02-01-2025 03:50,8659,61,634,51,1464
T17467,3360,Streaming $$$ working,android,22-01-2025 19:13,6580,1321,463,1407,980
